  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 23012                                      
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -2.000  -0.0759   0.00791   0.00086  -0.0113   0.7074   0.1096  19.8023 104.8380
  -1.750  -0.0553   0.00688   0.00060  -0.0104   0.6839   0.3396  21.2000 119.2178
  -1.500  -0.0314   0.00644   0.00052  -0.0097   0.6576   0.4600  22.7715 126.5130
  -1.250  -0.0063   0.00620   0.00049  -0.0092   0.6310   0.5409  24.3583 131.3651
  -1.000   0.0196   0.00606   0.00048  -0.0087   0.6053   0.6015  25.8893 134.9787
  -0.750   0.0456   0.00596   0.00048  -0.0082   0.5809   0.6540  27.3481 138.1008
  -0.500   0.0715   0.00590   0.00049  -0.0077   0.5545   0.7020  28.9257 140.9491
  -0.250   0.0978   0.00588   0.00051  -0.0072   0.5278   0.7408  30.5279 143.2523
   0.000   0.1238   0.00588   0.00054  -0.0066   0.5025   0.7797  32.0453 145.5651
   0.250   0.1502   0.00589   0.00058  -0.0062   0.4783   0.8118  33.4976 147.4689
   0.750   0.2023   0.00603   0.00069  -0.0050   0.4280   0.8720  36.5345 151.0559
   1.000   0.2277   0.00614   0.00076  -0.0042   0.4033   0.8986  38.0273 152.6452
   1.250   0.2543   0.00626   0.00082  -0.0037   0.3809   0.9139  39.3884 153.5699
   1.500   0.2809   0.00641   0.00087  -0.0033   0.3581   0.9263  40.7751 154.3274
   1.750   0.3074   0.00658   0.00093  -0.0029   0.3363   0.9384  42.1082 155.0732
   2.000   0.3345   0.00674   0.00100  -0.0025   0.3166   0.9485  43.3200 155.7224
   2.250   0.3624   0.00690   0.00106  -0.0024   0.2996   0.9572  44.3694 156.2993
   2.500   0.3898   0.00707   0.00113  -0.0022   0.2844   0.9661  45.3113 156.9075
   2.750   0.4211   0.00725   0.00120  -0.0029   0.2700   0.9714  46.2065 157.3035
   3.250   0.4842   0.00758   0.00135  -0.0044   0.2484   0.9815  47.5571 158.0915
   3.500   0.5202   0.00776   0.00143  -0.0061   0.2389   0.9836  48.1588 158.2711
   3.750   0.5562   0.00793   0.00150  -0.0079   0.2307   0.9856  48.6765 158.4505
   4.000   0.5912   0.00810   0.00159  -0.0095   0.2237   0.9880  49.1242 158.6706
   4.250   0.6248   0.00825   0.00166  -0.0108   0.2173   0.9910  49.5333 158.9361
   4.500   0.6598   0.00845   0.00175  -0.0124   0.2099   0.9927  50.0088 159.1189
   4.750   0.6960   0.00855   0.00180  -0.0143   0.2054   0.9942  50.3037 159.2954
   5.000   0.7314   0.00872   0.00187  -0.0160   0.1992   0.9959  50.7062 159.5028
   5.250   0.7663   0.00889   0.00195  -0.0177   0.1935   0.9977  51.0798 159.7189
   5.500   0.8014   0.00902   0.00201  -0.0193   0.1887   0.9992  51.4040 159.9104
   5.750   0.8308   0.00919   0.00208  -0.0198   0.1830   1.0000  51.7807 160.0000
   6.000   0.8537   0.00934   0.00214  -0.0188   0.1784   1.0000  52.0910 160.0000
   6.250   0.8770   0.00945   0.00218  -0.0180   0.1744   1.0000  52.3677 160.0000
   6.500   0.8998   0.00962   0.00224  -0.0170   0.1692   1.0000  52.7249 160.0000
   6.750   0.9225   0.00981   0.00232  -0.0161   0.1642   1.0000  53.0725 160.0000
   7.000   0.9459   0.00994   0.00237  -0.0152   0.1600   1.0000  53.3720 160.0000
   7.250   0.9687   0.01014   0.00245  -0.0143   0.1545   1.0000  53.7644 160.0000
   7.500   0.9917   0.01034   0.00253  -0.0134   0.1495   1.0000  54.1236 160.0000
   7.750   1.0152   0.01051   0.00260  -0.0126   0.1445   1.0000  54.4929 160.0000
   8.000   1.0378   0.01078   0.00271  -0.0117   0.1380   1.0000  54.9711 160.0000
