  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000  9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr  Top_Itr  Bot_Itr
  ------ -------- --------- --------- -------- -------- -------- -------- --------
  -2.000  -0.2142   0.00580   0.00064  -0.0030   0.8676   0.4741  10.2479 127.1215
  -1.500  -0.1609   0.00561   0.00056  -0.0022   0.8283   0.5286  12.6074 130.4109
  -1.000  -0.1074   0.00549   0.00050  -0.0014   0.7848   0.5827  15.2167 133.6662
  -0.500  -0.0537   0.00542   0.00047  -0.0007   0.7372   0.6355  18.0669 136.8376
   0.000   0.0000   0.00540   0.00046  -0.0000   0.6869   0.6869  21.0809 139.9190
   0.500   0.0537   0.00542   0.00047   0.0007   0.6355   0.7372  24.1635 142.9329
   1.000   0.1074   0.00549   0.00050   0.0014   0.5827   0.7848  27.3342 145.7833
   1.500   0.1609   0.00561   0.00056   0.0022   0.5286   0.8283  30.5892 148.3916
   2.000   0.2142   0.00580   0.00064   0.0030   0.4742   0.8676  33.8766 150.7521
   2.500   0.2672   0.00606   0.00074   0.0039   0.4197   0.9011  37.1788 152.7748
   3.000   0.3199   0.00639   0.00087   0.0049   0.3642   0.9285  40.5734 154.4558
   4.000   0.4278   0.00728   0.00118   0.0060   0.2536   0.9685  47.4309 157.0892
   4.500   0.4877   0.00785   0.00140   0.0051   0.1989   0.9804  50.9237 158.0012
   5.000   0.5580   0.00847   0.00165   0.0017   0.1488   0.9849  54.2354 158.3966
   5.500   0.6255   0.00912   0.00194  -0.0011   0.1090   0.9904  57.0503 158.8872
   6.000   0.6948   0.00972   0.00224  -0.0043   0.0814   0.9940  59.2582 159.2780
   6.500   0.7638   0.01036   0.00257  -0.0074   0.0621   0.9976  61.0898 159.7110
   7.000   0.8265   0.01094   0.00289  -0.0092   0.0506   1.0000  62.4207 160.0000
   7.500   0.8684   0.01149   0.00319  -0.0066   0.0436   1.0000  63.3756 160.0000
   8.000   0.9099   0.01210   0.00355  -0.0040   0.0381   1.0000  64.2046 160.0000
   8.500   0.9511   0.01283   0.00398  -0.0013   0.0334   1.0000  65.0095 160.0000
   9.000   0.9948   0.01340   0.00434   0.0010   0.0307   1.0000  65.5449 160.0000
   9.500   1.0364   0.01426   0.00488   0.0034   0.0278   1.0000  66.1324 160.0000
  10.000   1.0809   0.01498   0.00533   0.0053   0.0255   1.0000  66.6393 160.0000
  10.500   1.1226   0.01606   0.00604   0.0074   0.0235   1.0000  67.1063 160.0000
  11.000   1.1666   0.01693   0.00663   0.0091   0.0220   1.0000  67.4898 160.0000
  11.500   1.2062   0.01817   0.00743   0.0112   0.0205   1.0000  67.9034 160.0000
  12.000   1.2455   0.01935   0.00825   0.0133   0.0194   1.0000  68.2138 160.0000
  12.500   1.2836   0.02052   0.00904   0.0155   0.0183   1.0000  68.5145 160.0000
  13.000   1.3159   0.02196   0.00997   0.0183   0.0174   1.0000  68.7831 160.0000
  13.500   1.3278   0.02425   0.01150   0.0235   0.0166   1.0000  69.0260 160.0000
  14.000   1.3506   0.02608   0.01278   0.0267   0.0162   1.0000  69.1797 160.0000
  14.500   1.3676   0.02854   0.01452   0.0293   0.0156   1.0000  69.3590 160.0000
  15.000   1.3810   0.03167   0.01677   0.0310   0.0151   1.0000  69.5344 160.0000
  15.500   1.3901   0.03571   0.01978   0.0315   0.0146   1.0000  69.6921 160.0000
  16.000   1.3870   0.04179   0.02449   0.0302   0.0142   1.0000  69.8307 160.0000
  16.500   1.3648   0.05120   0.03214   0.0263   0.0139   1.0000  69.9446 160.0000
  17.000   1.3333   0.06272   0.04189   0.0208   0.0137   1.0000  70.0106 160.0000
  17.500   1.3048   0.07439   0.05210   0.0150   0.0136   1.0000  70.0388 160.0000
  18.000   1.2684   0.08781   0.06430   0.0082   0.0136   1.0000  70.0609 160.0000
